,sex,country,year,age,generation,suicides_no,population,suicides/100k pop,HDI for year,gdp_for_year ($) ,gdp_per_capita ($)
11853,female,Netherlands,2008,5-14 years,Generation Z,0.0,972276.0,0.0,,936228211513.0,60375.0
11854,female,Netherlands,2008,55-74 years,Silent,153.0,1737666.0,8.8,,936228211513.0,60375.0
11855,female,Netherlands,2008,75+ years,Silent,39.0,696023.0,5.6,,936228211513.0,60375.0
11856,female,Netherlands,2009,15-24 years,Millenials,24.0,991956.0,2.42,,857932759100.0,54988.0
11857,female,Netherlands,2009,25-34 years,Generation X,48.0,996321.0,4.82,,857932759100.0,54988.0
11858,female,Netherlands,2009,35-54 years,Boomers,209.0,2458921.0,8.5,,857932759100.0,54988.0
11859,female,Netherlands,2009,5-14 years,Generation Z,2.0,971815.0,0.21,,857932759100.0,54988.0
11860,female,Netherlands,2009,55-74 years,Silent,131.0,1773158.0,7.39,,857932759100.0,54988.0
11861,female,Netherlands,2009,75+ years,Silent,48.0,705088.0,6.81,,857932759100.0,54988.0
11862,female,Netherlands,2010,15-24 years,Millenials,26.0,1000536.0,2.6,909.0,836389937229.0,53302.0
11863,female,Netherlands,2010,25-34 years,Generation X,53.0,997025.0,5.32,909.0,836389937229.0,53302.0
11864,female,Netherlands,2010,35-54 years,Generation X,208.0,2448571.0,8.49,909.0,836389937229.0,53302.0
11865,female,Netherlands,2010,5-14 years,Generation Z,1.0,970105.0,0.1,909.0,836389937229.0,53302.0
11866,female,Netherlands,2010,55-74 years,Silent,143.0,1809756.0,7.9,909.0,836389937229.0,53302.0
11867,female,Netherlands,2010,75+ years,Silent,46.0,714774.0,6.44,909.0,836389937229.0,53302.0
11868,female,Netherlands,2011,15-24 years,Millenials,38.0,1004949.0,3.78,919.0,893757287202.0,56667.0
11869,female,Netherlands,2011,25-34 years,Millenials,63.0,1002441.0,6.28,919.0,893757287202.0,56667.0
11870,female,Netherlands,2011,35-54 years,Generation X,210.0,2433362.0,8.63,919.0,893757287202.0,56667.0
11871,female,Netherlands,2011,5-14 years,Generation Z,1.0,967820.0,0.1,919.0,893757287202.0,56667.0
11872,female,Netherlands,2011,55-74 years,Boomers,161.0,1847013.0,8.72,919.0,893757287202.0,56667.0
11873,female,Netherlands,2011,75+ years,Silent,40.0,724633.0,5.52,919.0,893757287202.0,56667.0
11874,female,Netherlands,2012,15-24 years,Millenials,33.0,1006742.0,3.28,0.92,828946812397.0,52334.0
11875,female,Netherlands,2012,25-34 years,Millenials,58.0,1008927.0,5.75,0.92,828946812397.0,52334.0
11876,female,Netherlands,2012,35-54 years,Generation X,240.0,2414858.0,9.94,0.92,828946812397.0,52334.0
11877,female,Netherlands,2012,5-14 years,Generation Z,2.0,963480.0,0.21,0.92,828946812397.0,52334.0
11878,female,Netherlands,2012,55-74 years,Boomers,182.0,1885068.0,9.65,0.92,828946812397.0,52334.0
11879,female,Netherlands,2012,75+ years,Silent,55.0,734017.0,7.49,0.92,828946812397.0,52334.0
11880,female,Netherlands,2013,15-24 years,Millenials,46.0,1009345.0,4.56,0.92,866680000367.0,54510.0
11881,female,Netherlands,2013,25-34 years,Millenials,46.0,1014090.0,4.54,0.92,866680000367.0,54510.0
11882,female,Netherlands,2013,35-54 years,Generation X,209.0,2394702.0,8.73,0.92,866680000367.0,54510.0
11883,female,Netherlands,2013,5-14 years,Generation Z,3.0,956989.0,0.31,0.92,866680000367.0,54510.0
11884,female,Netherlands,2013,55-74 years,Boomers,186.0,1922945.0,9.67,0.92,866680000367.0,54510.0
11885,female,Netherlands,2013,75+ years,Silent,59.0,744083.0,7.93,0.92,866680000367.0,54510.0
11886,female,Netherlands,2014,15-24 years,Millenials,48.0,1009345.0,4.76,922.0,879635084125.0,55325.0
11887,female,Netherlands,2014,25-34 years,Millenials,54.0,1014090.0,5.32,922.0,879635084125.0,55325.0
11888,female,Netherlands,2014,35-54 years,Generation X,228.0,2394702.0,9.52,922.0,879635084125.0,55325.0
11889,female,Netherlands,2014,5-14 years,Generation Z,1.0,956989.0,0.1,922.0,879635084125.0,55325.0
11890,female,Netherlands,2014,55-74 years,Boomers,197.0,1922945.0,10.24,922.0,879635084125.0,55325.0
11891,female,Netherlands,2014,75+ years,Silent,61.0,744083.0,8.2,922.0,879635084125.0,55325.0
11892,female,Netherlands,2015,15-24 years,Millenials,34.0,1018674.0,3.34,,757999453314.0,47206.0
11893,female,Netherlands,2015,25-34 years,Millenials,65.0,1030867.0,6.31,,757999453314.0,47206.0
11894,female,Netherlands,2015,35-54 years,Generation X,211.0,2353550.0,8.97,,757999453314.0,47206.0
11895,female,Netherlands,2015,5-14 years,Generation Z,6.0,943082.0,0.64,,757999453314.0,47206.0
11896,female,Netherlands,2015,55-74 years,Boomers,220.0,1998082.0,11.01,,757999453314.0,47206.0
11897,female,Netherlands,2015,75+ years,Silent,55.0,770107.0,7.14,,757999453314.0,47206.0
11898,female,Netherlands,2016,15-24 years,Millenials,35.0,1025443.0,3.41,,777227541581.0,48108.0
11899,female,Netherlands,2016,25-34 years,Millenials,65.0,1043372.0,6.23,,777227541581.0,48108.0
11900,female,Netherlands,2016,35-54 years,Generation X,217.0,2334777.0,9.29,,777227541581.0,48108.0
11901,female,Netherlands,2016,5-14 years,,,,,,,
11902,female,Netherlands,2016,55-74 years,Boomers,209.0,2037375.0,10.26,,777227541581.0,48108.0
11903,female,Netherlands,2016,75+ years,Silent,87.0,781301.0,11.14,,777227541581.0,48108.0
12288,female,Norway,1985,15-24 years,,,,,,,
12289,female,Norway,1985,25-34 years,,,,,,,
12290,female,Norway,1985,35-54 years,,,,,,,
12291,female,Norway,1985,5-14 years,,,,,,,
12292,female,Norway,1985,55-74 years,,,,,,,
12293,female,Norway,1985,75+ years,,,,,,,
12294,female,Norway,1986,15-24 years,Generation X,12.0,320000.0,3.75,,78693253276.0,20117.0
12295,female,Norway,1986,25-34 years,Boomers,15.0,303600.0,4.94,,78693253276.0,20117.0
12296,female,Norway,1986,35-54 years,Silent,67.0,480100.0,13.96,,78693253276.0,20117.0
12297,female,Norway,1986,5-14 years,Generation X,0.0,275100.0,0.0,,78693253276.0,20117.0
12298,female,Norway,1986,55-74 years,G.I. Generation,56.0,430100.0,13.02,,78693253276.0,20117.0
12299,female,Norway,1986,75+ years,G.I. Generation,10.0,173700.0,5.76,,78693253276.0,20117.0
12300,female,Norway,1987,15-24 years,Generation X,12.0,322900.0,3.72,,94230055659.0,23980.0
12301,female,Norway,1987,25-34 years,Boomers,29.0,305900.0,9.48,,94230055659.0,23980.0
12302,female,Norway,1987,35-54 years,Silent,60.0,489000.0,12.27,,94230055659.0,23980.0
12303,female,Norway,1987,5-14 years,Generation X,2.0,268800.0,0.74,,94230055659.0,23980.0
12304,female,Norway,1987,55-74 years,G.I. Generation,54.0,426400.0,12.66,,94230055659.0,23980.0
12305,female,Norway,1987,75+ years,G.I. Generation,6.0,178600.0,3.36,,94230055659.0,23980.0
12306,female,Norway,1988,15-24 years,Generation X,21.0,324100.0,6.48,,101900260856.0,25820.0
12307,female,Norway,1988,25-34 years,Boomers,36.0,308000.0,11.69,,101900260856.0,25820.0
12308,female,Norway,1988,35-54 years,Silent,70.0,499700.0,14.01,,101900260856.0,25820.0
12309,female,Norway,1988,5-14 years,Generation X,2.0,263400.0,0.76,,101900260856.0,25820.0
12310,female,Norway,1988,55-74 years,G.I. Generation,55.0,421700.0,13.04,,101900260856.0,25820.0
12311,female,Norway,1988,75+ years,G.I. Generation,14.0,182300.0,7.68,,101900260856.0,25820.0
12312,female,Norway,1989,15-24 years,Generation X,20.0,322400.0,6.2,,102633789558.0,25945.0
12313,female,Norway,1989,25-34 years,Boomers,34.0,310100.0,10.96,,102633789558.0,25945.0
12314,female,Norway,1989,35-54 years,Silent,53.0,511100.0,10.37,,102633789558.0,25945.0
12315,female,Norway,1989,5-14 years,Generation X,2.0,258500.0,0.77,,102633789558.0,25945.0
12316,female,Norway,1989,55-74 years,G.I. Generation,55.0,416200.0,13.21,,102633789558.0,25945.0
12317,female,Norway,1989,75+ years,G.I. Generation,15.0,185600.0,8.08,,102633789558.0,25945.0
12318,female,Norway,1990,15-24 years,Generation X,20.0,318800.0,6.27,849.0,119791683308.0,30240.0
12319,female,Norway,1990,25-34 years,Boomers,19.0,311900.0,6.09,849.0,119791683308.0,30240.0
12320,female,Norway,1990,35-54 years,Silent,62.0,522500.0,11.87,849.0,119791683308.0,30240.0
12321,female,Norway,1990,5-14 years,Generation X,0.0,255100.0,0.0,849.0,119791683308.0,30240.0
12322,female,Norway,1990,55-74 years,G.I. Generation,55.0,410600.0,13.4,849.0,119791683308.0,30240.0
12323,female,Norway,1990,75+ years,G.I. Generation,15.0,188700.0,7.95,849.0,119791683308.0,30240.0
12324,female,Norway,1991,15-24 years,Generation X,14.0,314100.0,4.46,,121872464483.0,30678.0
12325,female,Norway,1991,25-34 years,Boomers,25.0,313900.0,7.96,,121872464483.0,30678.0
12326,female,Norway,1991,35-54 years,Boomers,57.0,534500.0,10.66,,121872464483.0,30678.0
12327,female,Norway,1991,5-14 years,Millenials,1.0,253800.0,0.39,,121872464483.0,30678.0
12328,female,Norway,1991,55-74 years,Silent,60.0,405400.0,14.8,,121872464483.0,30678.0
12329,female,Norway,1991,75+ years,G.I. Generation,19.0,191900.0,9.9,,121872464483.0,30678.0
12330,female,Norway,1992,15-24 years,Generation X,16.0,308300.0,5.19,,130838040068.0,32793.0
12331,female,Norway,1992,25-34 years,Boomers,21.0,316800.0,6.63,,130838040068.0,32793.0
12332,female,Norway,1992,35-54 years,Boomers,68.0,546600.0,12.44,,130838040068.0,32793.0
12333,female,Norway,1992,5-14 years,Millenials,1.0,254700.0,0.39,,130838040068.0,32793.0
12334,female,Norway,1992,55-74 years,Silent,43.0,400400.0,10.74,,130838040068.0,32793.0
12335,female,Norway,1992,75+ years,G.I. Generation,18.0,195400.0,9.21,,130838040068.0,32793.0
12336,female,Norway,1993,15-24 years,Generation X,18.0,302000.0,5.96,,120579072751.0,30066.0
12337,female,Norway,1993,25-34 years,Boomers,24.0,320500.0,7.49,,120579072751.0,30066.0
12338,female,Norway,1993,35-54 years,Boomers,39.0,558100.0,6.99,,120579072751.0,30066.0
12339,female,Norway,1993,5-14 years,Millenials,2.0,257700.0,0.78,,120579072751.0,30066.0
12340,female,Norway,1993,55-74 years,Silent,39.0,395900.0,9.85,,120579072751.0,30066.0
12341,female,Norway,1993,75+ years,G.I. Generation,19.0,198800.0,9.56,,120579072751.0,30066.0
12342,female,Norway,1994,15-24 years,Generation X,13.0,295400.0,4.4,,127131461120.0,31520.0
12343,female,Norway,1994,25-34 years,Boomers,26.0,324400.0,8.01,,127131461120.0,31520.0
12344,female,Norway,1994,35-54 years,Boomers,53.0,569000.0,9.31,,127131461120.0,31520.0
12345,female,Norway,1994,5-14 years,Millenials,2.0,261500.0,0.76,,127131461120.0,31520.0
12346,female,Norway,1994,55-74 years,Silent,47.0,393000.0,11.96,,127131461120.0,31520.0
12347,female,Norway,1994,75+ years,G.I. Generation,11.0,201400.0,5.46,,127131461120.0,31520.0
12348,female,Norway,1995,15-24 years,Generation X,16.0,288900.0,5.54,883.0,152027402450.0,37483.0
12349,female,Norway,1995,25-34 years,Generation X,17.0,327600.0,5.19,883.0,152027402450.0,37483.0
12350,female,Norway,1995,35-54 years,Boomers,58.0,579000.0,10.02,883.0,152027402450.0,37483.0
12351,female,Norway,1995,5-14 years,Millenials,2.0,265900.0,0.75,883.0,152027402450.0,37483.0
12352,female,Norway,1995,55-74 years,Silent,33.0,389500.0,8.47,883.0,152027402450.0,37483.0
12353,female,Norway,1995,75+ years,G.I. Generation,11.0,205500.0,5.35,883.0,152027402450.0,37483.0
12354,female,Norway,1996,15-24 years,Generation X,16.0,282700.0,5.66,,163517783497.0,40098.0
12355,female,Norway,1996,25-34 years,Generation X,22.0,330400.0,6.66,,163517783497.0,40098.0
12356,female,Norway,1996,35-54 years,Boomers,48.0,588700.0,8.15,,163517783497.0,40098.0
12357,female,Norway,1996,5-14 years,Millenials,3.0,270700.0,1.11,,163517783497.0,40098.0
12358,female,Norway,1996,55-74 years,Silent,29.0,384700.0,7.54,,163517783497.0,40098.0
12359,female,Norway,1996,75+ years,G.I. Generation,10.0,210300.0,4.76,,163517783497.0,40098.0
12360,female,Norway,1997,15-24 years,Generation X,13.0,276800.0,4.7,,161354369893.0,39335.0
12361,female,Norway,1997,25-34 years,Generation X,26.0,333300.0,7.8,,161354369893.0,39335.0
12362,female,Norway,1997,35-54 years,Boomers,65.0,597800.0,10.87,,161354369893.0,39335.0
12363,female,Norway,1997,5-14 years,Millenials,0.0,275300.0,0.0,,161354369893.0,39335.0
12364,female,Norway,1997,55-74 years,Silent,30.0,382000.0,7.85,,161354369893.0,39335.0
12365,female,Norway,1997,75+ years,G.I. Generation,12.0,214100.0,5.6,,161354369893.0,39335.0
12366,female,Norway,1998,15-24 years,Generation X,21.0,272000.0,7.72,,154165219812.0,37334.0
12367,female,Norway,1998,25-34 years,Generation X,23.0,335200.0,6.86,,154165219812.0,37334.0
12368,female,Norway,1998,35-54 years,Boomers,54.0,605700.0,8.92,,154165219812.0,37334.0
12369,female,Norway,1998,5-14 years,Millenials,0.0,280100.0,0.0,,154165219812.0,37334.0
12370,female,Norway,1998,55-74 years,Silent,40.0,382100.0,10.47,,154165219812.0,37334.0
12371,female,Norway,1998,75+ years,G.I. Generation,11.0,217100.0,5.07,,154165219812.0,37334.0
12372,female,Norway,1999,15-24 years,Generation X,24.0,268442.0,8.94,,162286003693.0,39013.0
12373,female,Norway,1999,25-34 years,Generation X,27.0,335741.0,8.04,,162286003693.0,39013.0
12374,female,Norway,1999,35-54 years,Boomers,61.0,612468.0,9.96,,162286003693.0,39013.0
12375,female,Norway,1999,5-14 years,Millenials,1.0,285484.0,0.35,,162286003693.0,39013.0
12376,female,Norway,1999,55-74 years,Silent,27.0,385118.0,7.01,,162286003693.0,39013.0
12377,female,Norway,1999,75+ years,G.I. Generation,13.0,219316.0,5.93,,162286003693.0,39013.0
12378,female,Norway,2000,15-24 years,Generation X,14.0,265784.0,5.27,917.0,171315639983.0,41099.0
12379,female,Norway,2000,25-34 years,Generation X,27.0,323870.0,8.34,917.0,171315639983.0,41099.0
12380,female,Norway,2000,35-54 years,Boomers,50.0,617821.0,8.09,917.0,171315639983.0,41099.0
12381,female,Norway,2000,5-14 years,Millenials,0.0,290467.0,0.0,917.0,171315639983.0,41099.0
12382,female,Norway,2000,55-74 years,Silent,29.0,390859.0,7.42,917.0,171315639983.0,41099.0
12383,female,Norway,2000,75+ years,G.I. Generation,12.0,220497.0,5.44,917.0,171315639983.0,41099.0
12384,female,Norway,2001,15-24 years,Millenials,20.0,264797.0,7.55,,174003247439.0,41281.0
12385,female,Norway,2001,25-34 years,Generation X,18.0,330804.0,5.44,,174003247439.0,41281.0
12386,female,Norway,2001,35-54 years,Boomers,64.0,620966.0,10.31,,174003247439.0,41281.0
12387,female,Norway,2001,5-14 years,Millenials,0.0,294716.0,0.0,,174003247439.0,41281.0
12388,female,Norway,2001,55-74 years,Silent,29.0,399140.0,7.27,,174003247439.0,41281.0
12389,female,Norway,2001,75+ years,Silent,7.0,221223.0,3.16,,174003247439.0,41281.0
12390,female,Norway,2002,15-24 years,Millenials,15.0,266365.0,5.63,,195418347153.0,46049.0
12391,female,Norway,2002,25-34 years,Generation X,23.0,326338.0,7.05,,195418347153.0,46049.0
12392,female,Norway,2002,35-54 years,Boomers,46.0,624015.0,7.37,,195418347153.0,46049.0
12393,female,Norway,2002,5-14 years,Millenials,0.0,298572.0,0.0,,195418347153.0,46049.0
12394,female,Norway,2002,55-74 years,Silent,40.0,408933.0,9.78,,195418347153.0,46049.0
12395,female,Norway,2002,75+ years,Silent,8.0,221235.0,3.62,,195418347153.0,46049.0
12396,female,Norway,2003,15-24 years,Millenials,17.0,269608.0,6.31,,228752436372.0,53533.0
12397,female,Norway,2003,25-34 years,Generation X,22.0,321320.0,6.85,,228752436372.0,53533.0
12398,female,Norway,2003,35-54 years,Boomers,45.0,629033.0,7.15,,228752436372.0,53533.0
12399,female,Norway,2003,5-14 years,Millenials,3.0,300868.0,1.0,,228752436372.0,53533.0
12400,female,Norway,2003,55-74 years,Silent,30.0,418033.0,7.18,,228752436372.0,53533.0
12401,female,Norway,2003,75+ years,Silent,11.0,220907.0,4.98,,228752436372.0,53533.0
12402,female,Norway,2004,15-24 years,Millenials,20.0,273419.0,7.31,,264357494659.0,61450.0
12403,female,Norway,2004,25-34 years,Generation X,20.0,315751.0,6.33,,264357494659.0,61450.0
12404,female,Norway,2004,35-54 years,Boomers,73.0,635240.0,11.49,,264357494659.0,61450.0
12405,female,Norway,2004,5-14 years,Millenials,3.0,301536.0,0.99,,264357494659.0,61450.0
12406,female,Norway,2004,55-74 years,Silent,41.0,426811.0,9.61,,264357494659.0,61450.0
12407,female,Norway,2004,75+ years,Silent,13.0,220877.0,5.89,,264357494659.0,61450.0
12408,female,Norway,2005,15-24 years,Millenials,20.0,278355.0,7.19,931.0,308722079938.0,71215.0
12409,female,Norway,2005,25-34 years,Generation X,33.0,311116.0,10.61,931.0,308722079938.0,71215.0
12410,female,Norway,2005,35-54 years,Boomers,62.0,641651.0,9.66,931.0,308722079938.0,71215.0
12411,female,Norway,2005,5-14 years,Millenials,1.0,301502.0,0.33,931.0,308722079938.0,71215.0
12412,female,Norway,2005,55-74 years,Silent,42.0,435604.0,9.64,931.0,308722079938.0,71215.0
12413,female,Norway,2005,75+ years,Silent,15.0,221019.0,6.79,931.0,308722079938.0,71215.0
12414,female,Norway,2006,15-24 years,Millenials,18.0,283975.0,6.34,,345424664369.0,79007.0
12415,female,Norway,2006,25-34 years,Generation X,21.0,307388.0,6.83,,345424664369.0,79007.0
12416,female,Norway,2006,35-54 years,Boomers,61.0,648666.0,9.4,,345424664369.0,79007.0
12417,female,Norway,2006,5-14 years,Millenials,0.0,300630.0,0.0,,345424664369.0,79007.0
12418,female,Norway,2006,55-74 years,Silent,35.0,443984.0,7.88,,345424664369.0,79007.0
12419,female,Norway,2006,75+ years,Silent,6.0,220894.0,2.72,,345424664369.0,79007.0
12420,female,Norway,2007,15-24 years,Millenials,14.0,289740.0,4.83,,401082621083.0,90797.0
12421,female,Norway,2007,25-34 years,Generation X,21.0,305124.0,6.88,,401082621083.0,90797.0
12422,female,Norway,2007,35-54 years,Boomers,62.0,656105.0,9.45,,401082621083.0,90797.0
12423,female,Norway,2007,5-14 years,Generation Z,0.0,299559.0,0.0,,401082621083.0,90797.0
12424,female,Norway,2007,55-74 years,Silent,39.0,452989.0,8.61,,401082621083.0,90797.0
12425,female,Norway,2007,75+ years,Silent,13.0,220209.0,5.9,,401082621083.0,90797.0
12426,female,Norway,2008,15-24 years,Millenials,21.0,296143.0,7.09,,462554432624.0,103431.0
12427,female,Norway,2008,25-34 years,Generation X,27.0,305368.0,8.84,,462554432624.0,103431.0
12428,female,Norway,2008,35-54 years,Boomers,59.0,662760.0,8.9,,462554432624.0,103431.0
12429,female,Norway,2008,5-14 years,Generation Z,0.0,299282.0,0.0,,462554432624.0,103431.0
12430,female,Norway,2008,55-74 years,Silent,35.0,463679.0,7.55,,462554432624.0,103431.0
12431,female,Norway,2008,75+ years,Silent,16.0,219018.0,7.31,,462554432624.0,103431.0
12432,female,Norway,2009,15-24 years,Millenials,18.0,302896.0,5.94,,386622457580.0,85394.0
12433,female,Norway,2009,25-34 years,Generation X,31.0,306776.0,10.11,,386622457580.0,85394.0
12434,female,Norway,2009,35-54 years,Boomers,59.0,669131.0,8.82,,386622457580.0,85394.0
12435,female,Norway,2009,5-14 years,Generation Z,3.0,299406.0,1.0,,386622457580.0,85394.0
12436,female,Norway,2009,55-74 years,Silent,39.0,475431.0,8.2,,386622457580.0,85394.0
12437,female,Norway,2009,75+ years,Silent,7.0,217354.0,3.22,,386622457580.0,85394.0
12438,female,Norway,2010,15-24 years,Millenials,13.0,309730.0,4.2,0.94,429130952709.0,93638.0
12439,female,Norway,2010,25-34 years,Generation X,24.0,309282.0,7.76,0.94,429130952709.0,93638.0
12440,female,Norway,2010,35-54 years,Generation X,68.0,674673.0,10.08,0.94,429130952709.0,93638.0
12441,female,Norway,2010,5-14 years,Generation Z,0.0,299351.0,0.0,0.94,429130952709.0,93638.0
12442,female,Norway,2010,55-74 years,Silent,49.0,487412.0,10.05,0.94,429130952709.0,93638.0
12443,female,Norway,2010,75+ years,Silent,10.0,215798.0,4.63,0.94,429130952709.0,93638.0
12444,female,Norway,2011,15-24 years,Millenials,20.0,316334.0,6.32,941.0,498831558926.0,107430.0
12445,female,Norway,2011,25-34 years,Millenials,23.0,313943.0,7.33,941.0,498831558926.0,107430.0
12446,female,Norway,2011,35-54 years,Generation X,72.0,678645.0,10.61,941.0,498831558926.0,107430.0
12447,female,Norway,2011,5-14 years,Generation Z,4.0,299327.0,1.34,941.0,498831558926.0,107430.0
12448,female,Norway,2011,55-74 years,Boomers,39.0,499653.0,7.81,941.0,498831558926.0,107430.0
12449,female,Norway,2011,75+ years,Silent,6.0,214592.0,2.8,941.0,498831558926.0,107430.0
12450,female,Norway,2012,15-24 years,Millenials,21.0,321497.0,6.53,942.0,510229136227.0,108408.0
12451,female,Norway,2012,25-34 years,Millenials,17.0,321049.0,5.3,942.0,510229136227.0,108408.0
12452,female,Norway,2012,35-54 years,Generation X,60.0,682003.0,8.8,942.0,510229136227.0,108408.0
12453,female,Norway,2012,5-14 years,Generation Z,1.0,299751.0,0.33,942.0,510229136227.0,108408.0
12454,female,Norway,2012,55-74 years,Boomers,33.0,511533.0,6.45,942.0,510229136227.0,108408.0
12455,female,Norway,2012,75+ years,Silent,14.0,213622.0,6.55,942.0,510229136227.0,108408.0
12456,female,Norway,2013,15-24 years,Millenials,20.0,324191.0,6.17,942.0,523502127660.0,109804.0
12457,female,Norway,2013,25-34 years,Millenials,24.0,329495.0,7.28,942.0,523502127660.0,109804.0
12458,female,Norway,2013,35-54 years,Generation X,75.0,685393.0,10.94,942.0,523502127660.0,109804.0
12459,female,Norway,2013,5-14 years,Generation Z,0.0,301211.0,0.0,942.0,523502127660.0,109804.0
12460,female,Norway,2013,55-74 years,Boomers,52.0,522697.0,9.95,942.0,523502127660.0,109804.0
12461,female,Norway,2013,75+ years,Silent,5.0,213383.0,2.34,942.0,523502127660.0,109804.0
12462,female,Norway,2014,15-24 years,Millenials,17.0,325164.0,5.23,944.0,499338534779.0,103443.0
12463,female,Norway,2014,25-34 years,Millenials,20.0,337592.0,5.92,944.0,499338534779.0,103443.0
12464,female,Norway,2014,35-54 years,Generation X,51.0,688993.0,7.4,944.0,499338534779.0,103443.0
12465,female,Norway,2014,5-14 years,Generation Z,1.0,303487.0,0.33,944.0,499338534779.0,103443.0
12466,female,Norway,2014,55-74 years,Boomers,51.0,533630.0,9.56,944.0,499338534779.0,103443.0
12467,female,Norway,2014,75+ years,Silent,7.0,214335.0,3.27,944.0,499338534779.0,103443.0
12468,female,Norway,2015,15-24 years,Millenials,17.0,325007.0,5.23,,386663139403.0,79187.0
12469,female,Norway,2015,25-34 years,Millenials,31.0,344788.0,8.99,,386663139403.0,79187.0
12470,female,Norway,2015,35-54 years,Generation X,61.0,692881.0,8.8,,386663139403.0,79187.0
12471,female,Norway,2015,5-14 years,Generation Z,2.0,305804.0,0.65,,386663139403.0,79187.0
12472,female,Norway,2015,55-74 years,Boomers,62.0,544131.0,11.39,,386663139403.0,79187.0
12473,female,Norway,2015,75+ years,Silent,17.0,215829.0,7.88,,386663139403.0,79187.0
12474,female,Norway,2016,15-24 years,,,,,,,
12475,female,Norway,2016,25-34 years,,,,,,,
12476,female,Norway,2016,35-54 years,,,,,,,
12477,female,Norway,2016,5-14 years,,,,,,,
12478,female,Norway,2016,55-74 years,,,,,,,
12479,female,Norway,2016,75+ years,,,,,,,
13248,female,Poland,1985,15-24 years,,,,,,,
13249,female,Poland,1985,25-34 years,,,,,,,
13250,female,Poland,1985,35-54 years,,,,,,,
13251,female,Poland,1985,5-14 years,,,,,,,
13252,female,Poland,1985,55-74 years,,,,,,,
13253,female,Poland,1985,75+ years,,,,,,,
13254,female,Poland,1986,15-24 years,,,,,,,
13255,female,Poland,1986,25-34 years,,,,,,,
13256,female,Poland,1986,35-54 years,,,,,,,
13257,female,Poland,1986,5-14 years,,,,,,,
13258,female,Poland,1986,55-74 years,,,,,,,
13259,female,Poland,1986,75+ years,,,,,,,
13260,female,Poland,1987,15-24 years,,,,,,,
13261,female,Poland,1987,25-34 years,,,,,,,
13262,female,Poland,1987,35-54 years,,,,,,,
13263,female,Poland,1987,5-14 years,,,,,,,
13264,female,Poland,1987,55-74 years,,,,,,,
13265,female,Poland,1987,75+ years,,,,,,,
13266,female,Poland,1988,15-24 years,,,,,,,
13267,female,Poland,1988,25-34 years,,,,,,,
13268,female,Poland,1988,35-54 years,,,,,,,
13269,female,Poland,1988,5-14 years,,,,,,,
13270,female,Poland,1988,55-74 years,,,,,,,
13271,female,Poland,1988,75+ years,,,,,,,
13272,female,Poland,1989,15-24 years,,,,,,,
13273,female,Poland,1989,25-34 years,,,,,,,
13274,female,Poland,1989,35-54 years,,,,,,,
13275,female,Poland,1989,5-14 years,,,,,,,
13276,female,Poland,1989,55-74 years,,,,,,,
13277,female,Poland,1989,75+ years,,,,,,,
13278,female,Poland,1990,15-24 years,Generation X,72.0,2596300.0,2.77,713.0,65977749037.0,1876.0
13279,female,Poland,1990,25-34 years,Boomers,126.0,2933900.0,4.29,713.0,65977749037.0,1876.0
13280,female,Poland,1990,35-54 years,Silent,320.0,4878200.0,6.56,713.0,65977749037.0,1876.0
13281,female,Poland,1990,5-14 years,Generation X,7.0,3237900.0,0.22,713.0,65977749037.0,1876.0
13282,female,Poland,1990,55-74 years,G.I. Generation,277.0,3412300.0,8.12,713.0,65977749037.0,1876.0
13283,female,Poland,1990,75+ years,G.I. Generation,77.0,1041700.0,7.39,713.0,65977749037.0,1876.0
13284,female,Poland,1991,15-24 years,Generation X,64.0,2661500.0,2.4,,85500935935.0,2416.0
13285,female,Poland,1991,25-34 years,Boomers,114.0,2837200.0,4.02,,85500935935.0,2416.0
13286,female,Poland,1991,35-54 years,Boomers,358.0,4987100.0,7.18,,85500935935.0,2416.0
13287,female,Poland,1991,5-14 years,Millenials,8.0,3240000.0,0.25,,85500935935.0,2416.0
13288,female,Poland,1991,55-74 years,Silent,267.0,3476400.0,7.68,,85500935935.0,2416.0
13289,female,Poland,1991,75+ years,G.I. Generation,57.0,1021800.0,5.58,,85500935935.0,2416.0
13290,female,Poland,1992,15-24 years,Generation X,87.0,2734300.0,3.18,,94337050693.0,2650.0
13291,female,Poland,1992,25-34 years,Boomers,128.0,2739400.0,4.67,,94337050693.0,2650.0
13292,female,Poland,1992,35-54 years,Boomers,388.0,5099300.0,7.61,,94337050693.0,2650.0
13293,female,Poland,1992,5-14 years,Millenials,3.0,3222300.0,0.09,,94337050693.0,2650.0
13294,female,Poland,1992,55-74 years,Silent,292.0,3543900.0,8.24,,94337050693.0,2650.0
13295,female,Poland,1992,75+ years,G.I. Generation,83.0,996400.0,8.33,,94337050693.0,2650.0
13296,female,Poland,1993,15-24 years,Generation X,69.0,2807600.0,2.46,,96045645026.0,2683.0
13297,female,Poland,1993,25-34 years,Boomers,135.0,2644800.0,5.1,,96045645026.0,2683.0
13298,female,Poland,1993,35-54 years,Boomers,399.0,5213700.0,7.65,,96045645026.0,2683.0
13299,female,Poland,1993,5-14 years,Millenials,6.0,3192500.0,0.19,,96045645026.0,2683.0
13300,female,Poland,1993,55-74 years,Silent,313.0,3606800.0,8.68,,96045645026.0,2683.0
13301,female,Poland,1993,75+ years,G.I. Generation,61.0,968700.0,6.3,,96045645026.0,2683.0
